hart,0
bevorzugt,1
abhängig,0
kurz,0
voraussetzen,0
verbleibend,1
stoßfrei,1
längsgeschweißte,1
Kehle,1
versehen,0
aufnehmen,0
drehen,0
strittig,0
Aufweitversuches,1
Unbedeutende,1
Zurückweisung,1
lichen,1
specimen,1
shall,1
thickness,1
butt,1
cladding,1
Figure,1
Entwurf,1
extern,1
elektronische,1
Landesbibliothek,0
bibliothek,1
with,0
DIS,1
rights,1
face,1
Plattierung,1
reserved,1
base,1
specimens,1
side,1
Stumpfnaht,1
joint,1
See,1
from,0
application,1
root,1
which,1
standard,1
equal,1
width,1
relevant,1
Figures,1
transverse,1
between,1
otherwise,1
Siehe,0
without,1
plus,0
tension,1
piece,1
specified,1
einschlägig,1
that,0
may,1
roller,1
longitudinal,1
SBB,1
LFBB,1
LRBB,1
former,1
this,1
document,1
accordance,1
greater,1
diameter,1
unless,1
SBCB,1
TFBB,1
TRBB,1
Grundwerkstoffs,1
used,1
see,1
required,1
Oberseitige,1
FBC,1
SBC,1
FBCB,1
taken,1
bending,1
than,0
When,1
Seitenbiegeprobe,1
Biegeprobe,1
report,1
has,0
when,1
radius,1
least,1
Plattierungswerkstoff,1
oberseitige,1
Biegedorn,1
rollers,1
should,1
any,1
surface,1
pipe,1
location,1
If,0
Biegerolle,1
Standard,1
carried,1
out,0
patent,1
dimensions,1
have,1
made,1
applicable,1
direction,1
Side,1
permissible,1
but,1
Wurzelseitige,1
oberseitigen,1
utt,0
terms,1
been,1
described,1
following,1
product,1
both,1
Table,1
Face,1
length,1
maximum,1
contracting,1
parties,1
exceed,1
treatment,1
angeln,1
elongation,1
committee,1
This,1
identified,1
information,1
mechanically,1
finished,1
machined,1
indicated,1
bent,1
type,1
Biegeprüfung,1
Trade,1
Prüfstücks,1
Vertragsparteien,1
aber,0
biegen,1
wollen,0
Specimen,1
given,1
plates,1
near,1
applied,1
surfaces,1
methods,1
minimum,1
distance,1
machining,1
manufactured,1
exceeds,1
jig,0
Bend,1
Seitenbiegeprüfung,1
Stützrollen,1
Biegewinkel,1
wurzelseitigen,1
Seitenbiegeprüfungen,1
Stumpfnähten,1
Fläche,1
wurzelseitige,1
ace,1
ladding,1
vereinbart,1
also,0
beenden,0
General,0
Bending,1
results,1
Organization,1
standards,1
bodies,1
member,1
work,1
through,0
technical,1
Each,1
subject,1
Directives,1
different,1
responsible,1
name,1
does,1
edition,1
overlay,1
transversely,1
longitudinally,1
conditions,1
where,1
Clause,1
after,0
outside,1
preparation,1
affect,1
axis,1
suitable,1
position,1
agreement,1
removed,1
heat,1
thermal,1
remove,1
cases,1
split,1
peace,1
shape,1
plunger,1
completed,1
Biegeprüfungen,1
Stellungnahme,1
DKE,1
jeglich,0
Seitenquerbiegeprobe,1
Technical,1
Barriers,1
Längsbiegeprüfungen,1
Querbiegeprüfungen,1
Schweißzusatz,1
Biegung,1
Bezeichnung,0
gefertigt,1
Produkt,1
neben,0
anderweitig,1
fertigen,0
aufweisen,0
Rolle,0
Stempel,1
Spannvorrichtung,1
Biegeversuch,1
Foreword,1
definitions,1
Principle,1
abbreviated,1
corresponding,1
abbreviations,1
Preparation,1
Location,1
ageing,1
Distance,1
Example,1
body,1
established,1
further,1
method,1
imperfections,1
mechanical,1
welding,1
contains,1
Unless,1
under,0
line,1
Lf,0
centre,1
gauge,0
total,1
remain,1
marked,1
tested,1
cutting,1
other,1
shown,1
these,1
permits,1
produce,1
agreed,1
Dimensions,1
pipes,1
using,1
englisch,0
pliage,1
vorlegen,0
Hinzufügen,1
Umfrage,1
Alterung,1
Ätzen,1
Biegedehnung,1
Stumpfnähte,1
Probestücks,1
Produktform,1
verlaufen,0
Längsproben,1
dabei,0
oot,0
ongitudinal,1
Probenbreite,1
Schmelzlinie,1
Prüfstückdicke,1
derart,0
Vereinbarung,0
thermische,1
Oberseite,0
Wurzel,1
zulässt,1
Zweck,1
Rohrdurchmesser,1
Mindestbreite,1
Werkzeug,1
Stempelradius,1
Werkzeugradius,1
𝑡𝑠,0
Definition,0
Scope,1
Terms,1
Abbreviated,1
Marking,1
Heat,0
Extraction,1
size,1
Conditions,1
Etching,1
Diameter,1
informative,1
Standardization,1
worldwide,1
federation,1
preparing,1
normally,1
committees,1
interested,1
represented,1
organizations,1
governmental,1
liaison,1
take,1
collaborates,1
closely,1
Electrotechnical,1
Commission,1
matters,1
electrotechnical,1
standardization,1
procedures,1
develop,1
those,1
intended,1
maintenance,1
particular,1
approval,1
criteria,1
needed,1
types,1
documents,1
noted,1
drafted,1
editorial,1
rules,1
Attention,1
drawn,1
possibility,1
some,1
elements,1
held,1
identifying,1
during,1
development,1
Introduction,1
declarations,1
received,1
Any,1
trade,1
convenience,1
users,1
constitute,1
endorsement,1
explanation,1
meaning,1
specific,1
expressions,1
related,1
conformity,1
assessment,1
well,0
about,1
adherence,1
World,0
principles,1
URL,1
Subcommittee,1
cancels,1
replaces,1
thrid,0
technically,1
revised,1
specifies,1
making,1
properties,1
arc,1
opposite,1
whose,1
Submitting,1
plastic,1
deformation,1
reversing,1
controlled,1
fracture,0
edges,1
section,1
Specimens,1
prepared,1
manner,1
either,1
orientation,1
identify,1
exact,1
permitted,1
recorded,1
aluminium,1
alloys,1
extract,1
could,1
only,1
grinding,1
full,1
several,1
middle,1
Length,1
value,1
fulfil,1
requirements,1
appropriate,1
Thickness,1
Width,1
wall,1
flat,1
generally,1
means,1
except,1
starting,1
loading,1
gradually,1
continuously,1
Fixture,1
Plunger,1
lower,1
point,1
outer,1
parent,1
fixture,1
After,1
external,1
sides,1
examined,1
evaluation,1
reported,1
include,1
identification,1
marking,1
symbol,1
observed,1
example,1
typical,1
Annex,1
According,1
signature,1
Einspruch,1
Vorgesehen,1
English,1
anglaise,1
Anwendungswarnvermerk,1
Dieser,0
Erscheinungsdatum,1
Öffentlichkeit,1
Weil,0
beabsichtigen,1
besonders,0
erbitten,1
online,0
dort,0
wiedergeben,1
Datei,1
möglichst,0
Vorlage,0
Internet,0
abrufen,0
Papierform,1
Burggrafenstr,1
Empfänger,1
Kommentar,1
unterstützend,1
Dokumentation,0
Verfügung,1
Zweifelsfälle,1
englische,0
Originalfassung,1
beifügen,1
Nutzungsbedingungen,1
gleichermaßen,1
Ergänzung,0
redaktionelle,1
Deskriptoren,1
Dokumentstufe,1
Dokumentsprache,1
STD,1
Normungsorganisationen,1
normalerweise,1
vertreten,0
Liaison,1
Besondere,1
empfangen,0
Nutzen,1
beziehen,0
Beachtung,1
Handelshemmnissen,1
Link,0
dritt,0
Probestücken,1
unterteilen,0
Schweißungen,1
Plattierungsblechen,1
Plattierungsschweißnähten,1
Verformbarkeit,1
ebenso,0
Darüber,0
hinaus,0
heterogen,1
einsetzen,0
deutlich,0
Unterschied,0
physikalisch,1
besitzen,0
Metallwerkstoffe,1
Schweißverfahren,1
erzeugen,0
Schweißlichtbogen,1
zuerst,0
ansetzen,0
gegenüberliegende,1
jen,0
nahtprobe,1
Querstumpfnahtproben,1
Schweißnahtquerschnittes,1
Richtung,1
Stumpfnahtrichtung,1
Plattierungsauftrages,1
Plattierungsauftrag,1
entnommen,1
Biegerichtung,1
umkehren,1
verformen,1
Umgebungstemperatur,1
beschrieben,0
Mindestanteil,1
Materialspezifikation,1
Äußerer,1
Rollendurchmesser,1
Rohraußendurchmesser,1
Stützrollenabstand,1
Ausgangsmesslänge,1
Probenkanten,1
Biegerollen,1
Ausgangsabstand,1
Berührungspunkt,1
Mittellinie,1
Größte,1
unterhalb,0
Kombination,0
Hohlprofil,1
rechtwinklig,1
vorbereiten,0
Querbiegeversuch,1
Schweißachse,1
Längsbiegeversuch,1
Ausrichtung,1
Biegeversuchsproben,1
Plattierungswerkstoffen,1
Herstellungsrichtung,1
Strangpressrichtung,1
befasst,1
aushärten,1
beeinflussten,0
Schere,1
Schweißblech,1
Schnittflächen,1
Entfernung,0
metallurgischen,1
Auswirkung,1
einbringen,1
Gescherte,1
spanendes,1
Bearbeiten,1
sägen,1
schleifen,1
fräsen,1
derartig,0
Ebene,1
aufteilen,0
Schweißung,1
betreffen,0
Überprüfen,1
Probendickenebene,1
zutreffend,1
flach,0
Regel,0
Außerdurchmesser,1
Seitenquerbiegeprüfungen,1
Dabei,1
abrunden,1
Endbearbeitung,1
Formgebung,1
Vorkehrung,1
oberflächlich,1
Kaltverfestigung,1
Erwärmung,0
Werkstoffs,1
überschüssiges,1
gegenüberliegt,1
Beginn,0
Biegeversuchs,1
Schmelzzone,1
Makroätzen,1
Halterungen,1
bringen,0
Spannweite,0
Aufbringen,1
Belastung,1
wirken,0
eingesetzt,0
Probenoberfläche,1
Dreipunktbiegung,1
Querseitenbiegeprüfung,1
Gewindeloch,1
Befestigen,1
dünn,0
probeweise,1
Legende,1
durchgeführt,0
alternativ,1
verbindend,1
niedrig,0
Probenendes,1
Prüfvorrichtung,1
geführt,1
kontinuierliche,1
Drehbewegung,1
äußer,0
Bogen,1
Mittelpunkt,0
Biegedorns,1
bilden,0
Innenrolle,1
Gleichung,1
Prüfende,1
Andernfalls,1
auswerfen,1
stark,0
Draht,1
einführen,0
Außenrolle,1
Ausgangspunkt,1
bewegen,0
Beachte,1
gezeigt,1
Anordnung,0
Dehnungsmessung,1
Messlänge,1
Stählen,1
Schmelzschweißungen,1
Pressschweißungen,1
Elektronenstrahlschweißungen,1
Laserschweißungen,1
äußern,0
überprüfen,1
Bewertung,1
Mindestangaben,1
Biegedorndurchmesser,1
gefunden,1
iii,1
Contents,1
Page,1
DRAFT,1
INTERNATIONAL,1
subdivided,1
into,1
assess,1
ductility,1
absence,1
gives,1
addition,1
instead,1
heterogeneous,1
assemblies,1
filler,1
significant,1
difference,1
their,1
physical,1
relation,1
applies,1
forms,1
purposes,1
apply,1
first,1
designations,1
Designation,1
Unit,1
percentage,1
specification,1
initial,1
contact,1
original,1
alone,1
combination,1
mean,1
tube,1
hollow,1
rectangular,1
cross,1
working,1
rolling,1
extrusion,1
dealing,1
natural,1
takes,1
place,1
time,1
change,1
affected,1
provided,1
Steel,1
Shearing,1
thicknesses,1
cuts,1
sufficient,1
depending,1
introduce,1
metallurgical,1
effects,0
Other,1
Sheared,1
sawing,1
milling,1
adjacent,1
requires,1
cover,1
concerns,1
incorporating,1
purpose,1
examine,1
Road,1
Edges,1
rounded,1
exceeding,1
Surface,1
final,1
stages,1
obtained,1
taking,1
precautions,1
avoid,1
superficial,1
strain,1
hardening,1
excessive,1
heating,1
Within,1
free,1
scratches,1
notches,1
undercuts,1
excess,1
penetration,1
bead,1
left,1
intact,1
inside,1
small,1
Before,1
zone,1
lightly,1
macro,1
etching,1
placing,1
supports,1
consisting,1
perpendicular,1
Key,1
rP,0
rD,0
tapped,1
holen,0
attaching,1
thin,1
tentative,1
guided,1
alternative,1
being,1
joined,1
yield,1
proof,1
strength,1
firmly,1
clamping,1
device,1
having,1
rotation,1
centred,1
formula,1
reaches,1
completion,1
Otherwise,1
ejected,1
bottom,1
wire,1
cannot,1
inserted,1
Note,0
configurations,1
intent,1
measuring,1
steel,1
pressure,1
electron,1
beam,1
laser,1
Manufacturer,1
Purpose,1
examination,1
Base,1
Consumable,1
Typ,0
Former,1
Original,0
Elongation,1
Remark,1
appearance,1
Examiner,1
examining,1
Approved,1
Biegevorrichtung,1
Auflagerrollen,1
Biegestempels,1
Probenschenkel,1
Biegestempel,1
Prüfkraft,1
Matrize,1
Biegewinkels,1
Klemmmechanismus,1
Probenlänge,1
vieleckigem,1
Innenkreisdurchmesser,1
Verklemmen,1
Streckziehen,1
Anmerkung,0
Vorschubbewegung,1
vertikalen,1
Produktnormen,1
verringern,0
ansteigend,1
Matériaux,1
Ductility,1
chemische,1
AFNOR,1
Auflagerabstand,1
Hauptteils,1
Kraftabfall,1
Prüfeinrichtung,1
Schmiedeteilen,1
Gussstücken,1
Halbzeugen,1
Mechanical,1
metals,1
quadratisch,1
rechteckigem,0
Beilage,1
Vorrichtung,1
Auflagerollen,1
aufbringen,1
link,0
Rand,1
Klemmbacken,1
entstehen,0
akzeptieren,0
zufriedenstellen,1
einspannen,1
unbearbeitete,1
zugbeanspruchte,1
Probenfläche,1
direkt,0
positionieren,1
Vorschubweges,1
Platte,1
verstehen,0
JISC,1
Japan,0
Wiener,1
AA,0
Duktilitätsprüfung,1
technologisch,1
handeln,0
zurückgezogen,1
Faltversuch,1
bezeichnen,0
verwendet,1
Schwenkbiegen,1
Englische,1
Aussage,1
erreichbare,1
entstanden,0
Anrisse,1
aussagefähig,1
grundsätzlich,0
ausgehen,0
Anrissen,1
einhergehen,0
geometrisch,1
bedingt,0
Versuchsaufbau,1
November,0
Supplementary,1
Werkstoffnormen,1
spezielle,0
Rohrabschnitte,1
Innenkreises,1
Innerer,1
Biegestelle,1
Auflager,1
Auflagerolle,1
Erreichen,1
Beanspruchungsrichtung,1
Biegeachse,1
ausrichten,1
seitlich,0
Abhängigkeit,1
Produktnorm,1
flachen,1
aneinanderliegen,1
Klemmbacke,1
Biegeversuches,1
zehnfachen,1
Hebelarm,1
Brennschneiden,1
Bearbeitungsarten,1
Brechen,1
Querriefen,1
Markierung,1
negativ,0
Erzeugnisbreite,1
Erzeugnisbreiten,1
Bändern,1
Erzeugnisquerschnitt,1
vieleckigen,1
Schmiedeteile,1
Gussstücke,1
Halbzeuge,1
Lieferbedingungen,1
WARNUNG,1
angemessen,1
Sicherheitsmaßnahmen,0
Schutzausrüstung,1
Üblicherweise,1
ablesen,1
aneinander,1
aneinanderliegend,1
Erreichung,1
langsam,0
unbeeinflusste,1
plastische,1
Verformung,1
Schiedsfall,1
Zusammendrücken,1
anfangs,0
anschließen,0
Zwischenlage,1
dazu,0
Aneinanderliegen,1
Ausbleiben,1
Vergrößerungsmittel,1
Kriterium,1
immer,0
Mindestwert,1
Innenradius,1
Höchstwert,1
Herstellungsnummer,1
Probenachse,1
erheblich,0
Aufwand,1
erfordern,0
vorschlagen,1
Berechnung,1
Vorschubweg,1
cos,1
Errechnung,1
Rohrabschnitt,1
cintrage,1
gerade,0
Rohrbiegeformstück,1
Rohrbiegemaschine,1
Biegeebene,1
letzen,1
Eignung,1
Querstreifen,1
ursprüngliche,1
Krümmung,1
noch,0
vergrößern,0
gekehltes,1
Formstück,1
Rohrbiegemaschinen,1
ovale,1
Querschnittsveränderung,1
verhindern,0
Boden,0
Tiefe,1
Ovalität,1
ungefüllte,1
Rohrprobe,1
gewährleisten,0
vorgegeben,1
neutral,0
Phase,1
Biegeverhaltens,1
Stauchung,1
Standardmessunsicherheit,1
Druckstempel,1
Quetschgrenze,1
Druckspannung,1
dp,0
Längenänderung,1
Kennwerte,1
Probenbruch,1
Stauchgrenze,1
elastisch,1
Druckprobe,1
Spannung,1
erweitern,0
Druckkraft,1
kombinieren,0
dB,0
Abschätzung,1
Toleranz,1
Verschiebung,1
deH,0
Ausbauchung,1
Einflussgrößen,1
Anfangsquerschnitt,1
Zeitpunkt,0
deL,0
Erweiterungsfaktor,1
Kalibrierzeugnis,1
Druckversuch,1
Druckfestigkeit,1
MPa,1
Zentriervorrichtung,1
Bruchstauchung,1
Anfangsdurchmesser,1
errechnen,1
Stauchgeschwindigkeit,1
Messgrößen,1
Stauchgrenzen,1
Index,1
prozentuale,1
Traversengeschwindigkeit,1
einzeln,0
Berücksichtigung,1
Messunsicherheiten,1
Kenngröße,1
normalverteilt,1
wiederholen,0
Kalibrierzeugnissen,1
kombiniert,1
Zahlenwerte,1
Regelung,1
Druckvorrichtung,1
nutzen,0
Probenmitte,1
Probenquerschnitt,1
Druckversuches,1
Anstieg,1
µm,0
Probenhöhe,1
Klasse,1
abgeschätzt,1
Geraden,1
Guide,1
Verteilung,0
Verlängerung,1
anlehnen,0
zusammenstellen,0
Unterscheidung,0
Vorzeichen,0
Dazu,1
versetzen,0
Längenänderungsmessung,1
elastische,1
Anteil,1
𝑆o,0
Quotient,1
auftreten,0
Fließen,1
Traversenweg,1
Probendurchmesser,1
Hilfe,0
Parallelität,1
fixieren,1
Division,1
Hystereseschleife,1
bekennen,0
prozentual,1
Ergebnisunsicherheit,1
abschätzen,1
Streuung,1
basieren,0
Versuchsanordnung,1
Versuchsdurchführung,1
Quelle,0
prüfablaufabhängige,1
Verwechselungen,1
Krafteinleitung,1
Geometrische,1
Tolerierung,1
Überprüfung,1
Stauchdurchmesser,1
Messbasis,1
Höhe,0
Probenbelastung,1
eB,0
oB,0
𝑒d,0
𝐿e,0
𝐿o,0
meinen,0
Summe,1
vermindern,1
Gesamtstauchung,1
𝑒dB,0
Zunahme,0
Kraftverringerung,1
Zahlenwert,1
hervorrufen,1
Versuchsende,1
Querschnittsänderung,1
entlasten,1
inhomogener,1
Zeiteinheit,1
𝑣c,0
Messfrequenz,1
Hälfte,0
Spannbreite,1
Messwerte,1
erweitert,1
Knick,1
Kontaktflächen,1
Druckstempeln,1
Kraftmesssystem,1
Null,1
zentrieren,1
Vorlast,1
erhöhen,0
stattdessen,0
zunächst,0
optimieren,1
Kennwertbestimmung,1
ausgeprägt,1
Genauigkeit,1
nachstehend,1
spezifizieren,1
Probengeometrie,1
beteiligen,0
Kontaktfläche,1
Unterer,1
Vorgegebene,1
Vorkraft,1
vorstellen,0
Addition,1
Kennwertes,1
𝑞𝑘,0
statistische,1
unabhängig,0
Extensometer,1
Messgröße,1
Messunsicherheitsanteile,1
Mikrometerschraube,1
Kennwerten,1
vergleichen,0
measurement,1
Compression,1
compression,1
température,1
ambiante,1
Gleitlager,1
NAWGL,1
YBW,1
Druckversuche,1
Druckversuchen,1
Versuchsergebnisse,1
Zugversuchen,1
eindeutig,0
Minuszeichen,1
komplette,1
Neugliederung,0
Neueinführung,1
Anlehnung,1
Fertigungstoleranzen,1
Oberflächenqualitäten,1
Probenpositionierung,1
natürlich,0
Versuchsführung,1
Traversenwegs,1
Versuchsgeschwindigkeiten,1
stufenweiser,1
streichen,0
einfügen,1
konstruktive,0
Zentrierhilfe,1
Verformungsverhaltens,1
untersuchen,0
stetig,0
auftretend,1
ermittelbaren,1
Bestehen,1
Erzeugnisformen,1
Vorschrift,1
Prüfnormen,1
teilweise,0
Ganzes,1
Produktspezifikation,1
GPS,1
Ort,0
Lauf,0
statisch,1
einachsigen,1
einachsiger,1
Flächenberechnungen,1
Messe,1
benutzen,0
infolge,0
Δ𝐿e,1
Δ𝐿o,1
reversibler,1
Δ𝐿eB,1
Δ𝐿oB,1
𝑅d,0
𝐹d,0
Augenblick,1
Übergang,1
Verhalten,1
kleinste,1
erscheinungen,1
𝑆u,0
Prüfgeschwindigkeiten,1
Geräteabmessungen,1
Stempeldurchmesser,1
dE,0
Gemittelte,1
Rautiefe,1
Einzelmessungen,1
Messwert,1
arithmetisch,1
Standardabweichung,1
Rundproben,1
planparallel,1
Zylinderform,1
Rechtwinkligkeit,1
Lagetoleranzen,1
höchstens,1
Mantelfläche,1
Druckproben,1
ℎ𝑜,0
𝑑𝑜,0
Risiko,1
versuchstechnischer,1
Problem,0
Messergebnisse,1
Probengeometrien,1
vergleichbar,0
Probenfertigung,1
Anfangshöhe,1
Mittelwertbildung,1
einmalig,0
plangeschliffene,1
Härtewert,1
Druckstempelflächen,1
Längsachse,1
Belastungsachse,1
starr,1
ausgeführt,1
Versuchsbeginn,1
Probenkontaktflächen,1
Ausweiche,1
Stauchgrade,1
Dehnungsbehinderung,1
tonnenartigen,1
inhomogenen,1
Beeinflussung,1
Messeinrichtung,1
unmittelbar,0
Nähe,0
Beitrag,1
minimieren,1
Komplettierung,1
Laststrangs,1
Laststrang,1
nachdem,0
Schmiermittel,1
Druckstempelachse,1
Anschließend,0
Druckvorlast,1
Abnehmen,1
Ansetzen,1
verschieben,0
entstehend,0
Offset,1
Kraftstartpunkt,1
Quetschgrenzen,1
Versuchszeit,1
verkürzen,0
keitstoleranz,1
Vorversuch,1
Kennwertermittlung,1
Einhaltung,1
Protokoll,0
bestätigen,0
gefahren,1
Messsystem,1
erfassen,1
Rohdaten,1
𝑓m,0
𝑚dE,0
𝑅deH,1
anstellen,0
aufgeführt,0
Nachfolgende,1
bezogen,1
Absolutbeträge,1
Anstieges,1
wirkend,1
minimale,1
Einschwingerscheinungen,1
unberücksichtigt,1
Minimalkraft,1
Kurve,1
Ordinatenwert,1
Schnittpunktes,1
Parallelverschiebung,1
Druckvorkraft,1
ausprägen,1
folglich,1
Überschreiten,1
erwarten,0
Umkehrpunkt,1
geringfügig,1
Umkehrpunkte,1
wesentlich,0
Verringerung,0
Danach,0
fortsetzen,0
Anstiegsgerade,1
korrigieren,1
Nullpunktes,1
Zeichnen,1
Tangente,1
Schnittpunkt,1
Abszisse,1
Nullpunkt,1
unüblich,0
Dehngrenzen,1
lokal,0
Prozentwert,1
dividiert,1
homogen,1
Regelart,1
Stauchgeschwindigkeiten,1
Schmierstoff,1
Schmiere,1
abweichend,0
Partner,1
Präzision,1
Festigkeitswerte,1
Megapascal,1
nächst,0
ganze,0
Zahl,0
Kugelkalotte,1
Oberer,1
Halbschale,1
Spannfeder,1
Feder,1
verspannen,1
abnehmen,1
linear,1
Nullpunktbestimmung,1
Anleitung,0
daher,0
verwechseln,1
hier,0
vorgestellt,1
Darin,0
statistisch,1
Ursprung,0
detailliert,1
dimensionslos,1
Messwerten,1
arithmetische,1
Dann,1
Quadrat,1
Mittelwertes,1
Streuungen,1
abhängen,1
mehrfach,0
Mittelung,1
üblicherweise,0
Messwertes,1
Vertrauensbereich,1
meist,0
Erwartungswahrscheinlichkeit,1
multipliziert,1
beruhen,0
wahr,1
Intervall,1
verteilen,0
dreieckig,1
trapezförmig,1
Extensometers,1
Rechteckverteilung,1
bevorzugen,0
nominal,1
Wird,1
individuell,1
Messunsicherheitsbeträge,1
partiellen,1
Ableitungen,1
eingehend,1
aufwendig,1
Rechenmethode,1
Voraussetzung,0
voneinander,0
Fortpflanzung,0
Unsicherheitsbeiträge,1
dimensionslose,1
berücksichtigend,1
faktoren,1
dF,0
ΔL,0
nominell,1
Anfangsdurchmessers,1
Zahlenbeispiel,1
Standardmessunsicherheitsanteile,1
obige,1
Somit,0
𝑢𝑅dp,0
Standardmessunsicherheiten,1
Multiplikation,1
Vertrauensniveau,1
dringen,0
qualifizieren,0
Testproben,1
Standardabweichungen,1
Zeitraum,1
Überblick,1
Erwartung,0
Abschätzungen,1
hängen,0
untersuchend,1
Prüfablauf,1
Operateur,1
Methodik,1
spezifisch,0
Werkstoffeigenschaften,1
Prinzipiell,0
Messergebnis,1
einigen,0
aufführen,0
Probenherstellung,1
Axialität,1
Charakteristika,1
Steifigkeit,1
Antrieb,1
Bedienung,1
Stauchversuch,1
Befestigung,0
Geometrie,1
Längenänderungsmesseinrichtung,1
Einflussfaktoren,1
Referenzmaterialien,1
streuungen,1
Praxis,1
Ringversuche,1
Labore,1
Uncertainty,1
uncertainty,1
Spannbacken,1
Biegezylinder,1
Biegezylinders,1
Herbiegeversuch,1
Zentralsekretariat,1
tangential,1
Mitnehmer,1
Sheet,1
strip,1
Reverse,1
feuillards,1
infØrieure,1
Øgale,1
alternØ,1
Nb,0
Biegehebel,1
Drehachse,1
Biegehebels,1
gleichmäßig,1
Zugvorspannung,1
Biegezahl,1
Verformbarkeitsprüfungen,1
zügig,1
Normenausschusses,1
Technischer,1
beibehalten,0
Redaktionell,1
Fortsetzung,0
Leerseite,1
phischen,1
KOMITEE,1
FÜR,1
NORMUNG,1
European,1
Committee,0
ComitØ,1
EuropØen,1
Normalisation,1
vereinigt,0
Ermittlung,1
Herbiegen,1
eingespannt,1
konstruieren,1
Gewährleistung,1
Verschleißwiderstand,1
Biegezahlen,1
vorstehen,1
Spiel,0
Biegezylinderradius,1
Biegezylinderradien,1
nehmers,1
Biegezylindern,1
Bandes,1
Beibehaltung,1
schaffenheit,1
Spannfläche,1
Herbiegegerät,1
Bandmaterial,1
Einfluß,1
Graten,1
abwechseln,1
Rückbiegung,1
Ausgangsposition,1
entgegengesetzt,1
Biegungen,1
unterbrechen,1
Biegegeschwindigkeit,1
gert,1
Probenerwärmung,1
Zugspannung,1
zusätzliche,0
optische,0
kennbar,1
Alternativ,1
versagen,1
mitzählen,1
schematisch,1
Probestückes,1
HBW,1
hardness,1
verification,1
force,1
calibration,1
Härteprüfmaschine,1
indentation,1
system,1
HTM,1
machines,1
Brinell,1
RS,0
ball,1
indenter,1
deviation,1
Messsystems,1
CRM,1
Härtevergleichsplatte,1
cycle,1
measured,1
Verification,0
indirekt,1
Prüfzyklus,1
values,1
Kugel,1
Measurement,1
block,1
Härteprüfung,1
Eindruckdurchmessers,1
blocks,1
Normal,0
measurements,1
indirect,1
Hardness,1
Härtevergleichsplatten,1
verified,1
Fehlergrenze,1
Calibration,1
uL,0
certificate,1
range,1
Härteprüfmaschinen,1
indirekte,1
uF,0
including,1
error,1
Wiederholpräzision,1
UF,0
instrument,1
Eindringkörperkugel,1
Zulässige,1
Unsicherheit,1
balls,1
calculated,1
Eindringstempel,1
Eindringkörper,1
Standardunsicherheit,1
UL,0
systems,1
Indirect,1
performed,1
calibrated,1
certified,1
repeatability,1
transducer,1
Series,0
object,1
micrometer,1
Direkte,1
Prüfkräfte,1
zertifizierten,0
estimation,1
forces,0
profile,1
within,0
every,1
tolerance,1
follows,1
indentations,1
Ausführung,0
Eindruckdurchmesser,1
